Freq;Ampl;Phase;Cohe;Imag;Real
73.97460938;2.217364311;-3.042504787;0.995081186;-0.219354719;-2.206487656
74.21875;2.215709448;-3.042748213;0.995024085;-0.21865429;-2.204894304
74.46289063;2.214417696;-3.04268527;0.994988382;-0.218665287;-2.203595161
74.70703125;2.213177919;-3.043369293;0.994943559;-0.217036694;-2.202510357
74.95117188;2.212238789;-3.043719292;0.994960785;-0.216174155;-2.201651573
75.1953125;2.21186471;-3.044583082;0.995051682;-0.214236051;-2.20146513
75.43945313;2.211052179;-3.045345068;0.995026827;-0.212480307;-2.200819016
75.68359375;2.209061146;-3.046646595;0.995116711;-0.209426865;-2.199111462
75.92773438;2.207589865;-3.04783392;0.995121539;-0.206677914;-2.197893858
76.171875;2.204589605;-3.04919982;0.995123148;-0.203399032;-2.195186615
76.41601563;2.200803757;-3.050457716;0.995060027;-0.200293019;-2.191670656
76.66015625;2.197878838;-3.051327944;0.994997919;-0.198121652;-2.188930988
76.90429688;2.193732023;-3.051796198;0.994889259;-0.196725041;-2.18489337
77.1484375;2.189869881;-3.052219391;0.994843304;-0.195455804;-2.181129694
77.39257813;2.186379433;-3.052200317;0.99482137;-0.195185438;-2.177649498
77.63671875;2.18351984;-3.052344799;0.994821966;-0.194616154;-2.174829483
77.88085938;2.181922674;-3.051954269;0.994829774;-0.195322305;-2.173162699
78.125;2.179630756;-3.052111864;0.994887888;-0.194775179;-2.170910597
78.36914063;2.178991556;-3.052268267;0.994953275;-0.194378421;-2.170304298
78.61328125;2.177718163;-3.052601814;0.994963408;-0.193541542;-2.169100761
78.85742188;2.176820278;-3.053254604;0.994979203;-0.192046016;-2.168332338
79.1015625;2.174940348;-3.053897381;0.994993448;-0.190487623;-2.166582584
79.34570313;2.173450708;-3.054587126;0.994987488;-0.188863754;-2.165229321
79.58984375;2.17064023;-3.05524826;0.994981289;-0.187190264;-2.162553787
79.83398438;2.168093443;-3.055677652;0.9949435;-0.186042652;-2.160096645
80.078125;2.164963961;-3.056021214;0.994869709;-0.185033247;-2.157042265
80.32226563;2.162525177;-3.05623436;0.99484092;-0.184365362;-2.15465188
80.56640625;2.16032958;-3.056405783;0.994823635;-0.183809265;-2.152495861
80.81054688;2.159003019;-3.05612421;0.994830072;-0.184302106;-2.151122093
81.0546875;2.157126188;-3.056450844;0.994787157;-0.183440223;-2.149312258
81.29882813;2.156591415;-3.056250095;0.99474144;-0.183826059;-2.148742437
81.54296875;2.155132294;-3.056653023;0.994645715;-0.182836249;-2.147362709
81.78710938;2.154143333;-3.057142973;0.994582713;-0.181700766;-2.146466494
82.03125;2.151579618;-3.05807519;0.994477689;-0.179485857;-2.144080162
82.27539063;2.150733948;-3.058532476;0.994425476;-0.178434968;-2.143319368
82.51953125;2.147543192;-3.059172869;0.994412005;-0.176799849;-2.140253067
82.76367188;2.145616531;-3.059404373;0.994424343;-0.176146373;-2.138373852
83.0078125;2.143346786;-3.059818268;0.99448961;-0.175075531;-2.136184454
83.25195313;2.14108181;-3.059984446;0.994586468;-0.174536139;-2.133955956
83.49609375;2.139552832;-3.060122252;0.994672477;-0.174117804;-2.132456064
83.74023438;2.138827562;-3.059898853;0.994832575;-0.174534947;-2.131694317
83.984375;2.136798382;-3.060221672;0.994934082;-0.173681766;-2.129728079
84.22851563;2.136287212;-3.059982777;0.994978666;-0.174148887;-2.129177094
84.47265625;2.135522604;-3.060504436;0.995057821;-0.17297639;-2.128505468
84.71679688;2.134088039;-3.060712814;0.994966924;-0.172416881;-2.127111673
84.9609375;2.133445978;-3.061539888;0.994905293;-0.170606315;-2.126613617
85.20507813;2.132022619;-3.062011957;0.994877756;-0.169488937;-2.125275135
85.44921875;2.130503654;-3.062646866;0.994747162;-0.168019637;-2.123867989
85.69335938;2.128106594;-3.063373327;0.994665742;-0.166289359;-2.121599674
85.9375;2.12635684;-3.063843966;0.994595885;-0.165155143;-2.119933367
86.18164063;2.124149799;-3.064409494;0.994623423;-0.163786247;-2.117825985
86.42578125;2.122046947;-3.065186501;0.994605243;-0.16197975;-2.115855694
86.66992188;2.119875431;-3.065441608;0.994613945;-0.161274895;-2.113731861
86.9140625;2.117725372;-3.065918446;0.994683385;-0.160104319;-2.111664534
87.15820313;2.115474463;-3.06675005;0.994677305;-0.158180177;-2.109552383
87.40234375;2.113422632;-3.06699729;0.994687438;-0.157505766;-2.107545376
